sales_agent,account,deal_stage,engage_at,close_at,close_value,year_founded_at,revenue,number_of_employees,sales_price,sales_cycle_duration,company_size,company_age,company_age_category,is_won,engagement_month,engagement_quarter,product_complexity,agent_conversion_rate,agent_avg_deal_value,sector_employment,sector_entertainment,sector_finance,sector_marketing,sector_medical,sector_retail,sector_services,sector_software,sector_technolgy,sector_telecommunications,office_location_Belgium,office_location_Brazil,office_location_China,office_location_Germany,office_location_Italy,office_location_Japan,office_location_Jordan,office_location_Kenya,office_location_Korea,office_location_Norway,office_location_Panama,office_location_Philipines,office_location_Poland,office_location_Romania,office_location_United States,regional_office_Central,regional_office_East,regional_office_West,product_GTK 500,product_GTX Basic,product_GTX Plus Basic,product_GTX Plus Pro,product_GTX Pro,product_MG Advanced,product_MG Special,series_GTK,series_GTX,series_MG
Gladys Colclough,Funholding,Won,2017-07-09,2017-07-11,4440.0,1991.0,2819.5,7227.0,4821,2.0,Large,33.0,Established,1,7.0,3.0,Complex,0.5152671755725191,1489.9741379310344,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False
Jonathan Berthelot,Cancity,Won,2017-07-09,2017-07-19,53.0,2001.0,718.62,2448.0,55,10.0,Medium,23.0,Established,1,7.0,3.0,Basic,0.5958188153310104,1079.1136363636363,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
Kami Bicknell,Sonron,Lost,2017-07-09,2017-07-14,0.0,1999.0,1699.85,5108.0,550,5.0,Large,25.0,Established,0,7.0,3.0,Basic,0.5780730897009967,1163.4411764705883,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
Lajuana Vencill,Inity,Won,2017-07-09,2017-07-13,1192.0,1986.0,2403.58,8801.0,1096,4.0,Large,38.0,Established,1,7.0,3.0,Intermediate,0.5,842.5627705627705,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
Marty Freudenburg,Conecom,Won,2017-07-09,2017-09-01,54.0,2005.0,1520.66,1806.0,55,54.0,Medium,19.0,Mature,1,7.0,3.0,Basic,0.5350877192982456,1501.0051546391753,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
Moses Frase,Ron-tech,Lost,2017-07-09,2017-07-13,0.0,1992.0,3922.42,6837.0,3393,4.0,Large,32.0,Established,0,7.0,3.0,Complex,0.5972222222222222,1062.4717948717948,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
Moses Frase,Warephase,Won,2017-07-09,2017-07-18,4651.0,1997.0,2041.73,5276.0,5482,9.0,Large,27.0,Established,1,7.0,3.0,Complex,0.5972222222222222,1062.4717948717948,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False
Niesha Huffines,Rangreen,Lost,2017-07-09,2017-07-19,0.0,1987.0,2938.67,8775.0,5482,10.0,Large,37.0,Established,0,7.0,3.0,Complex,0.525,1011.2057142857143,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
Niesha Huffines,Betatech,Won,2017-07-09,2017-09-24,5944.0,1986.0,647.18,1185.0,5482,77.0,Medium,38.0,Established,1,7.0,3.0,Complex,0.525,1011.2057142857143,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
Reed Clapper,Gekko & Co,Lost,2017-07-09,2017-07-17,0.0,1990.0,2520.83,3502.0,3393,8.0,Medium,34.0,Established,0,7.0,3.0,Complex,0.6540084388185654,1849.5189873417721,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
Rosalina Dieter,Statholdings,Engaging,2017-07-09,,,1997.0,291.27,586.0,4821,,Small,27.0,Established,0,7.0,3.0,Complex,0.5714285714285714,2140.0272727272727,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
Vicki Laflamme,Green-Plus,Lost,2017-07-09,2017-07-17,0.0,2003.0,692.19,1922.0,3393,8.0,Medium,21.0,Established,0,7.0,3.0,Complex,0.5909090909090909,1378.6628242074928,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
Anna Snelling,Domzoom,Won,2017-07-10,2017-07-17,962.0,1998.0,217.87,551.0,1096,7.0,Small,26.0,Established,1,7.0,3.0,Intermediate,0.5488126649076517,818.6190476190476,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
Boris Faz,Silis,Won,2017-07-10,2017-07-21,1063.0,1994.0,2818.38,6290.0,1096,11.0,Large,30.0,Established,1,7.0,3.0,Intermediate,0.5906432748538012,1710.0065359477123,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
Cassey Cress,Zencorporation,Lost,2017-07-10,2017-07-23,0.0,2011.0,40.79,142.0,3393,13.0,Small,13.0,Mature,0,7.0,3.0,Complex,0.5620689655172414,1726.0114942528735,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
Cecily Lampkin,Gogozoom,Lost,2017-07-10,2017-07-23,0.0,2007.0,86.68,187.0,550,13.0,Small,17.0,Mature,0,7.0,3.0,Basic,0.6294117647058823,1436.25,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
Darcel Schlecht,Cancity,Lost,2017-07-10,2017-07-12,0.0,2001.0,718.62,2448.0,1096,2.0,Medium,23.0,Established,0,7.0,3.0,Intermediate,0.5693311582381729,2085.3779385171792,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
Darcel Schlecht,Streethex,Lost,2017-07-10,2017-07-17,0.0,1988.0,1376.8,1165.0,55,7.0,Medium,36.0,Established,0,7.0,3.0,Basic,0.5693311582381729,2085.3779385171792,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
Darcel Schlecht,Domzoom,Won,2017-07-10,2017-09-03,2572.0,1998.0,217.87,551.0,3393,55.0,Small,26.0,Established,1,7.0,3.0,Complex,0.5693311582381729,2085.3779385171792,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
Gladys Colclough,Globex Corporation,Lost,2017-07-10,2017-07-11,0.0,2000.0,1223.72,2497.0,4821,1.0,Medium,24.0,Established,0,7.0,3.0,Complex,0.5152671755725191,1489.9741379310344,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
Gladys Colclough,Warephase,Won,2017-07-10,2017-07-18,4631.0,1997.0,2041.73,5276.0,4821,8.0,Large,27.0,Established,1,7.0,3.0,Complex,0.5152671755725191,1489.9741379310344,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False
Gladys Colclough,Isdom,Won,2017-07-10,2017-07-19,3230.0,2002.0,3178.24,4540.0,3393,9.0,Medium,22.0,Established,1,7.0,3.0,Complex,0.5152671755725191,1489.9741379310344,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
Hayden Neloms,Condax,Won,2017-07-10,2017-07-19,59.0,2017.0,4.54,9.0,55,9.0,Small,7.0,Young,1,7.0,3.0,Basic,0.6445783132530121,1790.203947368421,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
James Ascencio,Labdrill,Won,2017-07-10,2017-11-03,3624.0,1985.0,2741.37,9226.0,3393,116.0,Large,39.0,Established,1,7.0,3.0,Complex,0.6053811659192825,2007.4417475728155,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
Kami Bicknell,Labdrill,Lost,2017-07-10,2017-11-11,0.0,1985.0,2741.37,9226.0,1096,124.0,Large,39.0,Established,0,7.0,3.0,Intermediate,0.5780730897009967,1163.4411764705883,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
Kami Bicknell,Golddex,Lost,2017-07-10,2017-07-12,0.0,2008.0,52.5,165.0,4821,2.0,Small,16.0,Mature,0,7.0,3.0,Complex,0.5780730897009967,1163.4411764705883,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
Kami Bicknell,Hatfan,Won,2017-07-10,2017-09-22,5848.0,1982.0,792.46,1299.0,5482,74.0,Medium,42.0,Established,1,7.0,3.0,Complex,0.5780730897009967,1163.4411764705883,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
Kami Bicknell,Dalttechnology,Won,2017-07-10,2017-07-11,42.0,2013.0,98.79,96.0,55,1.0,Small,11.0,Mature,1,7.0,3.0,Basic,0.5780730897009967,1163.4411764705883,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
Kary Hendrixson,Sunnamplex,Lost,2017-07-10,2017-07-12,0.0,2008.0,894.37,1593.0,5482,2.0,Medium,16.0,Mature,0,7.0,3.0,Complex,0.5618279569892473,1356.113432835821,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
Kary Hendrixson,Nam-zim,Lost,2017-07-10,2017-07-17,0.0,1987.0,405.59,1179.0,4821,7.0,Medium,37.0,Established,0,7.0,3.0,Complex,0.5618279569892473,1356.113432835821,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
Markita Hansen,Hatfan,Lost,2017-07-10,2017-08-29,0.0,1982.0,792.46,1299.0,5482,50.0,Medium,42.0,Established,0,7.0,3.0,Complex,0.5118110236220472,1448.4229074889868,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
Marty Freudenburg,Rangreen,Lost,2017-07-10,2017-07-12,0.0,1987.0,2938.67,8775.0,3393,2.0,Large,37.0,Established,0,7.0,3.0,Complex,0.5350877192982456,1501.0051546391753,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
Moses Frase,Cancity,Lost,2017-07-10,2017-07-21,0.0,2001.0,718.62,2448.0,55,11.0,Medium,23.0,Established,0,7.0,3.0,Basic,0.5972222222222222,1062.4717948717948,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
Moses Frase,Isdom,Won,2017-07-10,2017-07-19,588.0,2002.0,3178.24,4540.0,550,9.0,Medium,22.0,Established,1,7.0,3.0,Basic,0.5972222222222222,1062.4717948717948,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
Reed Clapper,Zencorporation,Lost,2017-07-10,2017-07-18,0.0,2011.0,40.79,142.0,1096,8.0,Small,13.0,Mature,0,7.0,3.0,Intermediate,0.6540084388185654,1849.5189873417721,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
Reed Clapper,Yearin,Won,2017-07-10,2017-07-17,54.0,2005.0,2261.05,3851.0,55,7.0,Medium,19.0,Mature,1,7.0,3.0,Basic,0.6540084388185654,1849.5189873417721,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
Vicki Laflamme,Singletechno,Won,2017-07-10,2017-09-06,5099.0,1996.0,2214.94,5374.0,4821,58.0,Large,28.0,Established,1,7.0,3.0,Complex,0.5909090909090909,1378.6628242074928,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
Zane Levy,Plexzap,Lost,2017-07-10,2017-07-15,0.0,2001.0,2437.85,4874.0,5482,5.0,Medium,23.0,Established,0,7.0,3.0,Complex,0.5551724137931034,1647.7701149425288,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
Boris Faz,Konex,Lost,2017-07-11,2017-07-21,0.0,1980.0,7708.38,13756.0,3393,10.0,Enterprise,44.0,Established,0,7.0,3.0,Complex,0.5906432748538012,1710.0065359477123,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
Cecily Lampkin,Scottech,Lost,2017-07-11,2017-09-16,0.0,2012.0,45.39,100.0,550,67.0,Small,12.0,Mature,0,7.0,3.0,Basic,0.6294117647058823,1436.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
