sales_agent,account,deal_stage,close_value,year_founded_at,revenue,number_of_employees,sales_price,sales_cycle_duration,company_size,company_age,company_age_category,is_won,engagement_month,engagement_quarter,product_complexity,agent_conversion_rate,agent_avg_deal_value,sector_employment,sector_entertainment,sector_finance,sector_marketing,sector_medical,sector_retail,sector_services,sector_software,sector_technolgy,sector_telecommunications,office_location_Belgium,office_location_Brazil,office_location_China,office_location_Germany,office_location_Italy,office_location_Japan,office_location_Jordan,office_location_Kenya,office_location_Korea,office_location_Norway,office_location_Panama,office_location_Philipines,office_location_Poland,office_location_Romania,office_location_United States,regional_office_Central,regional_office_East,regional_office_West,product_GTK 500,product_GTX Basic,product_GTX Plus Basic,product_GTX Plus Pro,product_GTX Pro,product_MG Advanced,product_MG Special,series_GTK,series_GTX,series_MG,revenue_per_employee,predicted_is_won,predicted_deal_stage
Moses Frase,Treequote,Engaging,,1988.0,5266.09,8595.0,1096,47.98539710922366,Large,36.0,Established,,8.0,3.0,Intermediate,0.5972222222222222,1062.4717948717948,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,1,0,0,0,0,False,True,False,0.6126922629435718,1.0,Won
Vicki Laflamme,Domzoom,Engaging,,1998.0,217.87,551.0,3393,47.98539710922366,Small,26.0,Established,,8.0,3.0,Complex,0.5909090909090909,1378.6628242074928,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,1,0,False,False,True,0.3954083484573503,1.0,Won
Boris Faz,Vehement Capital Partners,Engaging,,1993.0,646.1,883.0,55,47.98539710922366,Small,31.0,Established,,8.0,3.0,Basic,0.5906432748538012,1710.0065359477123,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,0,1,False,False,True,0.7317100792751983,1.0,Won
Cecily Lampkin,Streethex,Engaging,,1988.0,1376.8,1165.0,55,47.98539710922366,Medium,36.0,Established,,8.0,3.0,Basic,0.6294117647058823,1436.25,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,1,False,False,True,1.181802575107296,1.0,Won
Gladys Colclough,Plusstrip,Engaging,,2002.0,349.81,315.0,4821,47.98539710922366,Small,22.0,Established,,8.0,3.0,Complex,0.5152671755725191,1489.9741379310344,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,1.1105079365079364,1.0,Won
Lajuana Vencill,Globex Corporation,Engaging,,2000.0,1223.72,2497.0,3393,47.98539710922366,Medium,24.0,Established,,8.0,3.0,Complex,0.5,842.5627705627705,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0,0,0,0,0,1,0,False,False,True,0.49007609130957147,1.0,Won
Anna Snelling,Kan-code,Engaging,,1982.0,11698.03,34288.0,1096,47.98539710922366,Enterprise,42.0,Established,,8.0,3.0,Intermediate,0.5488126649076517,818.6190476190476,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,1,0,0,0,0,False,True,False,0.34116979701353245,1.0,Won
Boris Faz,Funholding,Engaging,,1991.0,2819.5,7227.0,550,47.98539710922366,Large,33.0,Established,,8.0,3.0,Basic,0.5906432748538012,1710.0065359477123,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1,0,0,0,0,0,False,True,False,0.3901342189013422,1.0,Won
Niesha Huffines,Betatech,Engaging,,1986.0,647.18,1185.0,1096,47.98539710922366,Medium,38.0,Established,,8.0,3.0,Intermediate,0.525,1011.2057142857143,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,0,1,0,0,0,0,False,True,False,0.5461434599156118,1.0,Won
Kami Bicknell,Cancity,Engaging,,2001.0,718.62,2448.0,550,47.98539710922366,Medium,23.0,Established,,8.0,3.0,Basic,0.5780730897009967,1163.4411764705883,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.2935539215686275,1.0,Won
Darcel Schlecht,Goodsilron,Engaging,,2000.0,2952.73,5107.0,1096,47.98539710922366,Large,24.0,Established,,8.0,3.0,Intermediate,0.5693311582381729,2085.3779385171792,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,1,0,0,0,0,False,True,False,0.5781730957509301,1.0,Won
Lajuana Vencill,The New York Inquirer,Engaging,,1996.0,439.21,792.0,550,47.98539710922366,Small,28.0,Established,,8.0,3.0,Basic,0.5,842.5627705627705,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.5545580808080808,1.0,Won
Marty Freudenburg,Hatfan,Engaging,,1982.0,792.46,1299.0,5482,47.98539710922366,Medium,42.0,Established,,8.0,3.0,Complex,0.5350877192982456,1501.0051546391753,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.6100538876058507,0.0,Lost
Jonathan Berthelot,Plexzap,Engaging,,2001.0,2437.85,4874.0,550,47.98539710922366,Medium,23.0,Established,,8.0,3.0,Basic,0.5958188153310104,1079.1136363636363,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.5001743947476405,1.0,Won
Marty Freudenburg,Sumace,Engaging,,2000.0,167.89,493.0,5482,47.98539710922366,Small,24.0,Established,,8.0,3.0,Complex,0.5350877192982456,1501.0051546391753,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,0,0,1,0,0,0,False,True,False,0.3405476673427992,1.0,Won
Rosie Papadopoulos,Faxquote,Engaging,,1995.0,1825.82,5595.0,4821,47.98539710922366,Large,29.0,Established,,8.0,3.0,Complex,0.5735294117647058,1902.2231404958677,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,1,0,0,False,True,False,0.32633065236818587,1.0,Won
Gladys Colclough,The New York Inquirer,Engaging,,1996.0,439.21,792.0,5482,47.98539710922366,Small,28.0,Established,,8.0,3.0,Complex,0.5152671755725191,1489.9741379310344,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.5545580808080808,1.0,Won
Marty Freudenburg,Streethex,Engaging,,1988.0,1376.8,1165.0,3393,47.98539710922366,Medium,36.0,Established,,8.0,3.0,Complex,0.5350877192982456,1501.0051546391753,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,1,0,False,False,True,1.181802575107296,1.0,Won
Darcel Schlecht,Finjob,Engaging,,1988.0,2059.9,3644.0,55,47.98539710922366,Medium,36.0,Established,,8.0,3.0,Basic,0.5693311582381729,2085.3779385171792,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.5652854006586169,1.0,Won
Marty Freudenburg,Bluth Company,Engaging,,1993.0,1242.32,3027.0,550,47.98539710922366,Medium,31.0,Established,,8.0,3.0,Basic,0.5350877192982456,1501.0051546391753,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.410412950115626,1.0,Won
Moses Frase,Zoomit,Engaging,,1992.0,324.19,978.0,55,47.98539710922366,Small,32.0,Established,,8.0,3.0,Basic,0.5972222222222222,1062.4717948717948,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.33148261758691205,0.0,Lost
Versie Hillebrand,Gekko & Co,Engaging,,1990.0,2520.83,3502.0,55,47.98539710922366,Medium,34.0,Established,,8.0,3.0,Basic,0.6027397260273972,710.9583333333334,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.7198258138206739,1.0,Won
Vicki Laflamme,Cancity,Engaging,,2001.0,718.62,2448.0,4821,47.98539710922366,Medium,23.0,Established,,8.0,3.0,Complex,0.5909090909090909,1378.6628242074928,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,0.2935539215686275,1.0,Won
Kary Hendrixson,Kan-code,Engaging,,1982.0,11698.03,34288.0,5482,47.98539710922366,Enterprise,42.0,Established,,8.0,3.0,Complex,0.5618279569892473,1356.113432835821,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,1,0,0,0,False,True,False,0.34116979701353245,1.0,Won
Lajuana Vencill,Initech,Engaging,,1994.0,6395.05,20275.0,55,47.98539710922366,Enterprise,30.0,Established,,8.0,3.0,Basic,0.5,842.5627705627705,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.3154155363748459,1.0,Won
Anna Snelling,Bioholding,Engaging,,2012.0,587.34,1356.0,5482,47.98539710922366,Medium,12.0,Mature,,8.0,3.0,Complex,0.5488126649076517,818.6190476190476,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,0,0,1,0,0,0,False,True,False,0.433141592920354,1.0,Won
Lajuana Vencill,Plussunin,Engaging,,2003.0,1419.98,4018.0,3393,47.98539710922366,Medium,21.0,Established,,8.0,3.0,Complex,0.5,842.5627705627705,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.35340467894474864,0.0,Lost
Marty Freudenburg,Singletechno,Engaging,,1996.0,2214.94,5374.0,3393,47.98539710922366,Large,28.0,Established,,8.0,3.0,Complex,0.5350877192982456,1501.0051546391753,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.41215854112393,1.0,Won
Vicki Laflamme,Iselectrics,Engaging,,2011.0,527.11,1428.0,3393,47.98539710922366,Medium,13.0,Mature,,8.0,3.0,Complex,0.5909090909090909,1378.6628242074928,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,1,0,False,False,True,0.369124649859944,1.0,Won
Versie Hillebrand,Finhigh,Engaging,,2006.0,1102.43,1759.0,55,47.98539710922366,Medium,18.0,Mature,,8.0,3.0,Basic,0.6027397260273972,710.9583333333334,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.6267367822626493,0.0,Lost
Zane Levy,Green-Plus,Engaging,,2003.0,692.19,1922.0,4821,47.98539710922366,Medium,21.0,Established,,8.0,3.0,Complex,0.5551724137931034,1647.7701149425288,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,0.36014047866805415,1.0,Won
Boris Faz,Stanredtax,Engaging,,1987.0,1698.2,3798.0,1096,47.98539710922366,Medium,37.0,Established,,8.0,3.0,Intermediate,0.5906432748538012,1710.0065359477123,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,1,0,0,0,0,False,True,False,0.4471300684570827,1.0,Won
Cassey Cress,Rantouch,Engaging,,1994.0,1188.42,3015.0,1096,47.98539710922366,Medium,30.0,Established,,8.0,3.0,Intermediate,0.5620689655172414,1726.0114942528735,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,1,0,0,0,0,False,True,False,0.39416915422885573,1.0,Won
Rosalina Dieter,Ganjaflex,Engaging,,1995.0,5158.71,17479.0,55,47.98539710922366,Enterprise,29.0,Established,,8.0,3.0,Basic,0.5714285714285714,2140.0272727272727,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,1,False,False,True,0.2951375936838492,1.0,Won
Violet Mclelland,Hatfan,Engaging,,1982.0,792.46,1299.0,55,47.98539710922366,Medium,42.0,Established,,8.0,3.0,Basic,0.5727699530516432,639.5388601036269,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,0,1,False,False,True,0.6100538876058507,1.0,Won
Maureen Marcano,Donquadtech,Engaging,,1992.0,1712.68,3194.0,550,47.98539710922366,Medium,32.0,Established,,8.0,3.0,Basic,0.6506550218340611,1645.0469483568074,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.5362179085785849,1.0,Won
Maureen Marcano,Kan-code,Engaging,,1982.0,11698.03,34288.0,1096,47.98539710922366,Enterprise,42.0,Established,,8.0,3.0,Intermediate,0.6506550218340611,1645.0469483568074,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.34116979701353245,1.0,Won
Kary Hendrixson,Labdrill,Engaging,,1985.0,2741.37,9226.0,1096,47.98539710922366,Large,39.0,Established,,8.0,3.0,Intermediate,0.5618279569892473,1356.113432835821,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.2971352698894429,0.0,Lost
Vicki Laflamme,Mathtouch,Engaging,,1984.0,3027.46,9516.0,55,47.98539710922366,Large,40.0,Established,,8.0,3.0,Basic,0.5909090909090909,1378.6628242074928,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,1,False,False,True,0.31814417822614544,1.0,Won
Boris Faz,Condax,Engaging,,2017.0,4.54,9.0,1096,47.98539710922366,Small,7.0,Young,,8.0,3.0,Intermediate,0.5906432748538012,1710.0065359477123,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,1,0,0,0,0,False,True,False,0.5044444444444445,1.0,Won
Rosalina Dieter,Xx-holding,Engaging,,1993.0,7537.24,20293.0,55,47.98539710922366,Enterprise,31.0,Established,,8.0,3.0,Basic,0.5714285714285714,2140.0272727272727,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,0,1,False,False,True,0.37142068693638197,1.0,Won
Kami Bicknell,Lexiqvolax,Engaging,,2004.0,1618.89,3889.0,550,47.98539710922366,Medium,20.0,Mature,,8.0,3.0,Basic,0.5780730897009967,1163.4411764705883,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.41627410645410134,1.0,Won
Vicki Laflamme,Isdom,Engaging,,2002.0,3178.24,4540.0,55,47.98539710922366,Medium,22.0,Established,,8.0,3.0,Basic,0.5909090909090909,1378.6628242074928,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,0,1,False,False,True,0.7000528634361233,1.0,Won
Daniell Hammack,Stanredtax,Engaging,,1987.0,1698.2,3798.0,1096,47.98539710922366,Medium,37.0,Established,,8.0,3.0,Intermediate,0.5377358490566038,1947.7486631016043,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,1,0,0,0,0,False,True,False,0.4471300684570827,1.0,Won
Daniell Hammack,Scottech,Engaging,,2012.0,45.39,100.0,1096,47.98539710922366,Small,12.0,Mature,,8.0,3.0,Intermediate,0.5377358490566038,1947.7486631016043,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,1,0,0,0,0,False,True,False,0.4539,1.0,Won
